code,category,name,unit,unit_price,notes
INT-12.2.13,التشطيبات الداخلية والأعمال المعمارية,لوحة دورة مياه نساء؛ SG21,No,620.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Female toilet signage; SG21 | مصدر: عرض مشروع قلب نجد 2026
INT-12.2.14,التشطيبات الداخلية والأعمال المعمارية,لوحة دورة مياه ذوي احتياجات؛ SG22,No,620.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Accessible toilet signage; SG22 | مصدر: عرض مشروع قلب نجد 2026
INT-12.2.15,التشطيبات الداخلية والأعمال المعمارية,نقش خط عربي على ألواح حجر رملي,No,8500.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Arabic calligraphy engraving on sandstone panels (ID6-011) | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.1,التشطيبات الداخلية والأعمال المعمارية,مغسلة تحت الكاونتر؛ SW-01,No,1800.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Undercounter washbasin; SW-01 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.2,التشطيبات الداخلية والأعمال المعمارية,وحدة صابون/هواء/ورق؛ SW-02,No,450.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Soap/air/paper module; SW-02 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.3,التشطيبات الداخلية والأعمال المعمارية,خلاط؛ SW-03,No,850.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Faucet; SW-03 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.4,التشطيبات الداخلية والأعمال المعمارية,مرحاض معلق بغطاء وخزان مخفي؛ SW-04,No,2600.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Wall hung water closet w/ cover & concealed flush tank; SW-04 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.5,التشطيبات الداخلية والأعمال المعمارية,حامل ورق مرحاض؛ SW-07,No,180.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Toilet roll holder; SW-07 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.6,التشطيبات الداخلية والأعمال المعمارية,علاقة مناشف؛ SW-08,No,120.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Towel hook; SW-08 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.7,التشطيبات الداخلية والأعمال المعمارية,صفاية أرضية؛ SW-09,No,160.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Floor drain; SW-09 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.8,التشطيبات الداخلية والأعمال المعمارية,مغسلة ذوي احتياجات؛ SW-10,No,1050.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Accessible basin; SW-10 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.9,التشطيبات الداخلية والأعمال المعمارية,مسكة أفقية؛ SW-11,No,190.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Horizontal grab bar; SW-11 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.10,التشطيبات الداخلية والأعمال المعمارية,مسكة رأسية؛ SW-11,No,380.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Vertical grab bar; SW-11 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.11,التشطيبات الداخلية والأعمال المعمارية,مسكة قابلة للطي,No,820.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Folding grab bar | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.12,التشطيبات الداخلية والأعمال المعمارية,مرحاض مقفل مزدوج؛ SW-12,No,1600.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Closed coupled toilet; SW-12 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.13,التشطيبات الداخلية والأعمال المعمارية,بيديه؛ SW-13,No,445.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Bidette; SW-13 | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.14,التشطيبات الداخلية والأعمال المعمارية,كراسي وضوء,No,210.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Ablution seats | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.15,التشطيبات الداخلية والأعمال المعمارية,مرآة 520×900مم,No,520.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | 520x900mm vanity mirror | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.16,التشطيبات الداخلية والأعمال المعمارية,مرآة زجاج أمان 850×2000مم,No,650.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | 850x2000mm safety glass mirror | مصدر: عرض مشروع قلب نجد 2026
INT-12.3.17,التشطيبات الداخلية والأعمال المعمارية,حاوية نفايات جدارية مخفية,No,385.0,القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Concealed wall mounted garbage bin | مصدر: عرض مشروع قلب نجد 2026
INT-12.4.1,التشطيبات الداخلية والأعمال المعمارية,شاشة LED كبيرة 4K، P1.8، 5780×10750مم، متحكم Vx16s+i7,No,385000.0,"القسم 12 - التأثيث (لوحات، أدوات صحية، شاشة LED) / DIVISION  | Large-format LED display 4K, P1.8, 5780H x 10750W mm, controller Vx16s+i7, media | مصدر: عرض مشروع قلب نجد 2026"
INT-13.01,التشطيبات الداخلية والأعمال المعمارية,كاونتر صالة F-01,No,28000.0,الأثاث الثابت / FIXED FURNITURE | Lounge counter F-01 | مصدر: عرض مشروع قلب نجد 2026
INT-13.02,التشطيبات الداخلية والأعمال المعمارية,مكتب خدمة/كاشير + مطبخ صغير F-03,No,28000.0,الأثاث الثابت / FIXED FURNITURE | Serving/cashier desk + kitchenette F-03 | مصدر: عرض مشروع قلب نجد 2026
INT-13.03,التشطيبات الداخلية والأعمال المعمارية,كاونتر استقبال F-04,No,52000.0,الأثاث الثابت / FIXED FURNITURE | Reception counter F-04 | مصدر: عرض مشروع قلب نجد 2026
INT-13.04,التشطيبات الداخلية والأعمال المعمارية,كاونتر مغاسل F-05,No,20000.0,الأثاث الثابت / FIXED FURNITURE | Vanity counter F-05 | مصدر: عرض مشروع قلب نجد 2026
INT-14.01,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - قبو 3/2/1 (شامل الحماية والترحيل),m²,27.0,"أعمال الهدم / DEMOLITIONS | Demolition existing walls - Basement 3/2/1 (incl protection, disposal off-site) | مصدر: عرض مشروع قلب نجد 2026"
INT-14.02,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - أرضي/ميزانين/أول,m²,27.0,أعمال الهدم / DEMOLITIONS | Demolition existing walls - GF / GF Mezz / First Floor | مصدر: عرض مشروع قلب نجد 2026
INT-14.03,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - الدور 4 حتى 20 (17 دور فندقي),m²,27.0,أعمال الهدم / DEMOLITIONS | Demolition existing walls - 4th to 20th floor (17 hotel floors) | مصدر: عرض مشروع قلب نجد 2026
INT-14.04,التشطيبات الداخلية والأعمال المعمارية,هدم جدران قائمة - الدور 21 حتى 56 (مكاتب),m²,30.0,أعمال الهدم / DEMOLITIONS | Demolition existing walls - 21st to 56th office floor | مصدر: عرض مشروع قلب نجد 2026
INT-15.01,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم (ارتفاع 5م) - قبو 3/2/1,m²,80.0,"أعمال البناء / MASONRY | Hollow concrete blockwork 200mm (h=5m), incl filling/joint filler/wall ties - Ba | مصدر: عرض مشروع قلب نجد 2026"
INT-15.02,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - أرضي/ميزانين/أول,m²,80.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - GF / GF Mezz / First Floor | مصدر: عرض مشروع قلب نجد 2026
INT-15.03,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - ميزانين أول حتى 58,m²,80.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - First Mezzanine to 58th floor | مصدر: عرض مشروع قلب نجد 2026
INT-15.04,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - جدران المصاعد,m²,110.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - Elevator walls | مصدر: عرض مشروع قلب نجد 2026
INT-15.05,التشطيبات الداخلية والأعمال المعمارية,بلوك خرساني مفرغ 200مم - الدور 21 حتى 56 (مكاتب),m²,100.0,أعمال البناء / MASONRY | Hollow concrete blockwork 200mm - 21st to 56th office floor | مصدر: عرض مشروع قلب نجد 2026
LIT-LT.1,أعمال الإنارة,إضاءة أرضية UP1 - SIMES، LED 2W، IP67,nos,527.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Underground Light UP1 - SIMES S.5681W.14, LED 2W 330lm 3000K, IP67 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.2,أعمال الإنارة,إضاءة أرضية UP2 - SIMES، LED 2W، IP67,nos,493.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Underground Light UP2 - SIMES S.5683W.14, LED 2W 330lm 3000K, IP67 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.3,أعمال الإنارة,كشاف SP1 - LED 20W، IP65,nos,672.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Spot Light SP1 - UL-5933, AC LED 20W 1160lm 38° 3000K, IP65 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.4,أعمال الإنارة,إضاءة جدارية WL1 - LED 7.2W، IP65,nos,413.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Wall Light WL1 - UL-6071 Luna ramp recessed, LED 7.2W 180lm 3000K, IP65 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.5,أعمال الإنارة,إضاءة جدارية WL2 - LED 14W، IP66,nos,442.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Wall Light WL2 - UL-5061 Mini Mira up/down, LED 14W 960lm 18° 3000K, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.6,أعمال الإنارة,إضاءة جدارية WL3 - LED 8W، IP66,nos,383.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Wall Light WL3 - UL-5060 Mini Mira down, LED 8W 810lm 104° 3000K, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.7,أعمال الإنارة,عمود إنارة PL1 - LED 38W، IP66، عمود ألمنيوم 4500مم,nos,1743.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Pole Light PL1 - UL-7780 Korner1, LED 38W 4210lm T3 3000K, IP66, alu pole 4500mm | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.8,أعمال الإنارة,إضاءة خطية منحنية RL1 - LED 8.1W، IP67,nos,722.5,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Radius Linear Light RL1 - SIMES S.5402W, LED 8.1W 1260lm 3000K, IP67 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.9,أعمال الإنارة,إضاءة خطية LL2 - LED 18W، IP66,nos,467.5,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Linear Light LL2 - LS-MST-XY6025, LED 18W 1620lm 25° 24VDC 3000K, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.10,أعمال الإنارة,شريط LED1 - 4W/م، IP67 + محولات Meanwell,nos,289.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | LED Strip Light LED1 - LS-MAWLM-3528, 4W/m 3000K 24V, IP67 + Meanwell drivers | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.11,أعمال الإنارة,شريط LED2 - 9W/م، IP65 + محولات Meanwell,nos,306.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | LED Strip Light LED2 - LS-MPLW-T120, 9W/m 3000K 24VDC, IP65 + Meanwell drivers | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.12,أعمال الإنارة,شريط LED3 - 9W/م، IP68 + هيكل ستانلس,nos,357.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | LED Strip Light LED3 - LS-LLS14, 9W/m 3000K 24VDC, IP68 + SS housing | مصدر: عرض مشروع قلب نجد 2026"
LIT-LT.13,أعمال الإنارة,عمود إنارة BL4 - LED 16.3W، IP66,nos,1190.0,"الإنارة - أ. توريد الوحدات / LIGHTING - A. SUPPLY OF FIXTURE | Bollard Light BL4 - LEDS-55-E088, LED 16.3W 729lm 105° 3000K CRI90, IP66 | مصدر: عرض مشروع قلب نجد 2026"
LIT-LB.1,أعمال الإنارة,إضاءة سبوت LED للمناطق المنخفضة - 10W 600lm,No,212.5,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | LED down light single height areas - Luxo 3 Basic CoB black 10W 600lm 3000K (770 | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.2,أعمال الإنارة,شريط LED سطحي التركيب,Lm,102.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Surface mounted LED strip light (7705 4.15-4.14) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.3,أعمال الإنارة,ثريا مخصصة نوع 1 - لوبي أرضي جنوب,Item,35000.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Custom Chandelier type 1 incl downlights - GF Lobby South (7702 4.9) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.4,أعمال الإنارة,ثريا مخصصة نوع 2 - ميزانين أرضي,Item,35000.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Custom Chandelier type 2 incl downlights - GF Mezzanine (7702 4.10) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.5,أعمال الإنارة,ثريا مخصصة نوع 3 - لوبي مصعد كبار الزوار,Item,35000.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Custom Chandelier type 3 incl downlights - GF VIP lift Lobby (7702 4.11) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.6,أعمال الإنارة,لوحة لمس (الدور الأرضي),No,722.5,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Touch pad (Ground floor) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.7,أعمال الإنارة,نقطة حساس حركة,No,251.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Motion sensor point | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.8,أعمال الإنارة,لوحة تحكم إنارة LCP,No,1530.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | LCP (Lighting control panel) | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.9,أعمال الإنارة,إضاءة لوحة دائرية,LS,9775.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Circular Panel Lighting | مصدر: عرض مشروع قلب نجد 2026
LIT-LB.10,أعمال الإنارة,إضاءة خلفية لأسقف الشد,m²,272.0,الإنارة - ب. التركيب (الداخلي) / LIGHTING - B. INSTALLATION  | Back lighting to stretch membrane ceilings (7702 4.6) | مصدر: عرض مشروع قلب نجد 2026
RAC-001,أنظمة السلامة والحريق (RAC),رشاشات مخفية TYCO / Concealed sprinkler heads,عدد,40.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | رشاش مخفي معتمد UL/FM وربط بالشبكة القائمة | مصدر: جدول كميات RAC 2026
RAC-002,أنظمة السلامة والحريق (RAC),تعديل شبكة إطفاء / FF pipework modification,م.ط,90.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | تعديل مواسير حديد أسود مع اختبار ضغط | مصدر: جدول كميات RAC 2026
RAC-003,أنظمة السلامة والحريق (RAC),كواشف دخان / Smoke detectors,عدد,170.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | كاشف ضوئي معنون addressable معتمد | مصدر: جدول كميات RAC 2026
RAC-004,أنظمة السلامة والحريق (RAC),كواشف حرارة (مطبخ) / Heat detectors,عدد,250.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | كاشف حراري للمناطق الحارة/المطبخ | مصدر: جدول كميات RAC 2026
RAC-005,أنظمة السلامة والحريق (RAC),نقاط إنذار يدوية / Manual call points,عدد,300.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | نقطة إنذار يدوية معنونة | مصدر: جدول كميات RAC 2026
RAC-006,أنظمة السلامة والحريق (RAC),أجراس وفلاشرات / Sounders & flashers,عدد,200.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | جرس/فلاشر إنذار معتمد | مصدر: جدول كميات RAC 2026
RAC-007,أنظمة السلامة والحريق (RAC),طفايات حريق 6كجم / Fire extinguishers 6kg,عدد,180.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | طفاية بودرة/CO2 مع لوحة إرشادية | مصدر: جدول كميات RAC 2026
RAC-008,أنظمة السلامة والحريق (RAC),ربط وتشغيل مع نظام RAC / FA integration & commissioning,LS,5000.0,الحماية من الحريق والإنذار / FIRE PROTECTION & ALARM | ربط اللوحة مع نظام الإنذار الرئيسي لـ RAC واختبار | مصدر: جدول كميات RAC 2026
RAC-009,أنظمة السلامة والحريق (RAC),مخارج شبكة CAT6A / Structured cabling CAT6A outlets,عدد,180.0,التيار الخفيف / LOW-CURRENT (ELV) | منفذ CAT6A مع كابل واختبار Fluke | مصدر: جدول كميات RAC 2026
RAC-010,أنظمة السلامة والحريق (RAC),خزانة بيانات ولوحة توصيل / Data cabinet & patch panel,عدد,6500.0,التيار الخفيف / LOW-CURRENT (ELV) | خزانة 12-18U مع باتش ومنظم كابلات | مصدر: جدول كميات RAC 2026
RAC-011,أنظمة السلامة والحريق (RAC),تحكم دخول (قارئ+قفل+مزود) / Access control per door,عدد,2400.0,التيار الخفيف / LOW-CURRENT (ELV) | قارئ بطاقة ZKT + قفل مغناطيسي + مزود طاقة | مصدر: جدول كميات RAC 2026
RAC-012,أنظمة السلامة والحريق (RAC),كاميرات مراقبة 8MP / CCTV cameras,عدد,850.0,التيار الخفيف / LOW-CURRENT (ELV) | كاميرا IP 8MP وربط بنظام RAC القائم | مصدر: جدول كميات RAC 2026
RAC-013,أنظمة السلامة والحريق (RAC),نظام نداء/اتصال داخلي / PA / intercom (if required),LS,4500.0,التيار الخفيف / LOW-CURRENT (ELV) | سماعات ونقاط نداء داخلي عند اللزوم | مصدر: جدول كميات RAC 2026
RAC-014,أنظمة السلامة والحريق (RAC),خزائن مطبخ سفلية/علوية مع كاونتر / Kitchen base & wall units + counter,م.ط,1800.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | خزائن HPL مقاومة للرطوبة + سطح كوارتز/كورين | مصدر: جدول كميات RAC 2026
RAC-015,أنظمة السلامة والحريق (RAC),كاونتر استقبال/سكرتارية / Reception/secretary counter,عدد,4500.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | كاونتر مصنّع HPL/كورين حسب التصميم | مصدر: جدول كميات RAC 2026
RAC-016,أنظمة السلامة والحريق (RAC),أرفف تخزين / Storage shelving,LS,3500.0,النجارة والأعمال الخشبية / JOINERY & MILLWORK | أرفف معدنية/خشبية لغرفة التخزين | مصدر: جدول كميات RAC 2026
